appid,pc_requirements,mac_requirements,linux_requirements,minimum,recommended
865720,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 or above<br></li><li><strong>Processor:</strong> Intel Core i5 4th generation or above<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Geforce GT 720 / Intel Iris 5100 or better<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 10.8 (Mountain Lion)+<br></li><li><strong>Processor:</strong> Intel Core i5 4th generation or above<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Intel Iris 5100 or better<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04LTS+ or SteamOS<br></li><li><strong>Processor:</strong> Intel Core i5 4th generation or above<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Geforce GT 720 / Intel Iris 5100 or better<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}",OS: Windows 7 or above Processor: Intel Core i5 4th generation or above Memory: 8 GB RAM Graphics: Geforce GT 720 / Intel Iris 5100 or better Network: Broadband Internet connection Storage: 2 GB available space,
865930,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 SP1<br></li><li><strong>Processor:</strong> Intel core i3<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>Graphics:</strong> Graphics card with DX10 (shader model 4.0) capabilities.<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 150 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 SP1<br></li><li><strong>Processor:</strong> Intel core i5<br></li><li><strong>Memory:</strong> 2048 MB RAM<br></li><li><strong>Network:</strong> Broadband Internet connection<br></li><li><strong>Storage:</strong> 300 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.9+<br></li><li><strong>Processor:</strong> Intel core i3<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>Graphics:</strong> Graphics card with DX10 (shader model 4.0) capabilities.<br></li><li><strong>Storage:</strong> 150 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.9+<br></li><li><strong>Processor:</strong> Intel core i5<br></li><li><strong>Memory:</strong> 2048 MB RAM<br></li><li><strong>Storage:</strong> 300 MB available space</li></ul>'}",[],OS: Windows 7 SP1 Processor: Intel core i3 Memory: 1024 MB RAM Graphics: Graphics card with DX10 (shader model 4.0) capabilities. DirectX: Version 10 Network: Broadband Internet connection Storage: 150 MB available space,OS: Windows 7 SP1 Processor: Intel core i5 Memory: 2048 MB RAM Network: Broadband Internet connection Storage: 300 MB available space
865980,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7/8/10<br></li><li><strong>Processor:</strong> Intel Core2 Duo E8400, 3.0 GHz / AMD Phenom II X4 940, 3.0 GHz<br></li><li><strong>Memory:</strong> 3 GB RAM<br></li><li><strong>Graphics:</strong> GeForce GTX 550 Ti, 1 GB / Radeon R7 250, 1 GB<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 1 GB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7/8/10<br></li><li><strong>Processor:</strong> Intel i7 920 @ 2.7 GHz, AMD Phenom II 945 @ 3.0 GHz<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GTX 680, AMD Radeon R9-280X<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}",[],[],"OS: Windows 7/8/10 Processor: Intel Core2 Duo E8400, 3.0 GHz / AMD Phenom II X4 940, 3.0 GHz Memory: 3 GB RAM Graphics: GeForce GTX 550 Ti, 1 GB / Radeon R7 250, 1 GB DirectX: Version 11 Storage: 1 GB available space","OS: Windows 7/8/10 Processor: Intel i7 920 @ 2.7 GHz, AMD Phenom II 945 @ 3.0 GHz Memory: 8 GB RAM Graphics: NVIDIA GTX 680, AMD Radeon R9-280X DirectX: Version 11 Storage: 2 GB available space"
867140,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP, Vista, 7,8,10<br></li><li><strong>Processor:</strong> 2.0 GHz CPU Dual Core<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>Graphics:</strong> 512 MB<br></li><li><strong>Storage:</strong> 100 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP, Vista, 7,8,10<br></li><li><strong>Processor:</strong> Core i3 or higher<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>Graphics:</strong> 512 MB<br></li><li><strong>Storage:</strong> 100 MB available space</li></ul>'}",[],[],"OS: Windows XP, Vista, 7,8,10 Processor: 2.0 GHz CPU Dual Core Memory: 1024 MB RAM Graphics: 512 MB Storage: 100 MB available space","OS: Windows XP, Vista, 7,8,10 Processor: Core i3 or higher Memory: 1024 MB RAM Graphics: 512 MB Storage: 100 MB available space"
867490,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> WIN8/WIN10</li></ul>'}",[],[],OS: WIN8/WIN10,
869320,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7/8/10<br></li><li><strong>Processor:</strong> 1.2GHz or faster processor<br></li><li><strong>Memory:</strong> 2048 MB RAM<br></li><li><strong>Graphics:</strong> Video card must be1024 MB or more and should be a DirectX 9<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 100 MB available space</li></ul>'}",[],[],OS: Windows 7/8/10 Processor: 1.2GHz or faster processor Memory: 2048 MB RAM Graphics: Video card must be1024 MB or more and should be a DirectX 9 DirectX: Version 9.0 Storage: 100 MB available space,
869570,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP, Vista, 7, 8.1, 10<br></li><li><strong>Processor:</strong> Intel Core 2 Duo (or equivalent)<br></li><li><strong>Memory:</strong> 2048 MB RAM<br></li><li><strong>Graphics:</strong> with 1024 MB VRAM compatible with DirectX 9<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 120 MB available space<br></li><li><strong>Sound Card:</strong> DirectX compatible sound card</li></ul>'}",[],[],"OS: Windows XP, Vista, 7, 8.1, 10 Processor: Intel Core 2 Duo (or equivalent) Memory: 2048 MB RAM Graphics: with 1024 MB VRAM compatible with DirectX 9 DirectX: Version 9.0 Storage: 120 MB available space Sound Card: DirectX compatible sound card",
870450,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> Intel i5 Quad-Core<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Intel HD 4000 graphics card<br></li><li><strong>Storage:</strong> 600 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.8<br></li><li><strong>Processor:</strong> Intel i5 Quad-Core<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Intel HD 4000 graphics card<br></li><li><strong>Storage:</strong> 600 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04 / SteamOS 2.0<br></li><li><strong>Processor:</strong> Intel i5 Quad-Core<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Intel HD 4000 graphics card<br></li><li><strong>Storage:</strong> 600 MB available space</li></ul>'}",OS: Windows 7 Processor: Intel i5 Quad-Core Memory: 4 GB RAM Graphics: Intel HD 4000 graphics card Storage: 600 MB available space,
870730,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7+<br></li><li><strong>Processor:</strong> Quad Core+<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> non-VR: Anything in the past ~5 years should do<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 750 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> VR: AMD 8350 or i5-4590<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> VR: 1050Ti or equivelant<br></li><li><strong>DirectX:</strong> Version 12</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> OSX<br></li><li><strong>Processor:</strong> Quad Core+<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> non-VR: Anything in the past ~5 years should do<br></li><li><strong>Storage:</strong> 750 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 18.04+<br></li><li><strong>Processor:</strong> Quad Core+<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> non-VR: Anything in the past ~5 years should do<br></li><li><strong>Storage:</strong> 750 MB available space</li></ul>'}",OS: Windows 7+ Processor: Quad Core+ Memory: 2 GB RAM Graphics: non-VR: Anything in the past ~5 years should do DirectX: Version 11 Storage: 750 MB available space,OS: Windows 10 Processor: VR: AMD 8350 or i5-4590 Memory: 4 GB RAM Graphics: VR: 1050Ti or equivelant DirectX: Version 12
870750,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> AMD Turion Dual-Core RM-75<br></li><li><strong>Memory:</strong> 1 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GeForce GTX 650<br></li><li><strong>Storage:</strong> 50 MB available space MB available space<br></li><li><strong>Sound Card:</strong> M-Audio AV40</li></ul>'}",[],[],OS: Windows 7 Processor: AMD Turion Dual-Core RM-75 Memory: 1 GB RAM Graphics: Nvidia GeForce GTX 650 Storage: 50 MB available space MB available space Sound Card: M-Audio AV40,
871450,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7/8/8.1/10<br></li><li><strong>Processor:</strong> Core 2 Duo or higher<br></li><li><strong>Memory:</strong> 2048 MB RAM<br></li><li><strong>Graphics:</strong> with 1024 MB VRAM compatible with DirectX 9<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 150 MB available space<br></li><li><strong>Sound Card:</strong> DirectX® Compatible</li></ul>'}",[],[],OS: Windows 7/8/8.1/10 Processor: Core 2 Duo or higher Memory: 2048 MB RAM Graphics: with 1024 MB VRAM compatible with DirectX 9 DirectX: Version 9.0 Storage: 150 MB available space Sound Card: DirectX® Compatible,
871470,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP, Vista, 7, 8.1, 10<br></li><li><strong>Processor:</strong> Intel Core 2 Duo (or equivalent)<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>Graphics:</strong> DirectX9 Compatible GPU with 512 MB Video RAM<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 120 MB available space<br></li><li><strong>Sound Card:</strong> DirectX Compatible</li></ul>'}",[],[],"OS: Windows XP, Vista, 7, 8.1, 10 Processor: Intel Core 2 Duo (or equivalent) Memory: 1024 MB RAM Graphics: DirectX9 Compatible GPU with 512 MB Video RAM DirectX: Version 9.0 Storage: 120 MB available space Sound Card: DirectX Compatible",
872000,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP<br></li><li><strong>Processor:</strong> 2 GHz<br></li><li><strong>Memory:</strong> 256 MB RAM<br></li><li><strong>Graphics:</strong> Direct X9.0c Compatible Card<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 256 MB available space<br></li><li><strong>Sound Card:</strong> Standard audio</li></ul>'}",[],[],OS: Windows XP Processor: 2 GHz Memory: 256 MB RAM Graphics: Direct X9.0c Compatible Card DirectX: Version 9.0 Storage: 256 MB available space Sound Card: Standard audio,
872690,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> Dual core<br></li><li><strong>Memory:</strong> 128 MB RAM<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 16 MB available space</li></ul>'}",[],[],OS: Windows 10 Processor: Dual core Memory: 128 MB RAM DirectX: Version 11 Storage: 16 MB available space,
874090,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> Intel i5-4590, AMD FX 8350 equivalent or better.<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better.<br></li><li><strong>Storage:</strong> 10 GB available space</li></ul>'}",[],[],"OS: Windows 7 Processor: Intel i5-4590, AMD FX 8350 equivalent or better. Memory: 8 GB RAM Graphics: Nvidia GeForce GTX 970, AMD Radeon R9 290 equivalent or better. Storage: 10 GB available space",
874690,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP SP2+<br></li><li><strong>Processor:</strong> SSE2 instruction set support<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Graphics card: DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities<br></li><li><strong>Storage:</strong> 150 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.8+<br></li><li><strong>Processor:</strong> SSE2 instruction set support<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Graphics card: DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities<br></li><li><strong>Storage:</strong> 150 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04+, SteamOS+<br></li><li><strong>Processor:</strong> SSE2 instruction set support.<br></li><li><strong>Memory:</strong> 2 MB RAM<br></li><li><strong>Graphics:</strong> Graphics card with DX10 (shader model 4.0) capabilities.<br></li><li><strong>Storage:</strong> 230 MB available space</li></ul>'}",OS: Windows XP SP2+ Processor: SSE2 instruction set support Memory: 2 GB RAM Graphics: Graphics card: DX9 (shader model 3.0) or DX11 with feature level 9.3 capabilities Storage: 150 MB available space,
876890,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP SP2+,Windows 7, Windows 8,Windows 8.1, Windows 10<br></li><li><strong>Processor:</strong> Intel Pentium 4<br></li><li><strong>Memory:</strong> 256 MB RAM<br></li><li><strong>Graphics:</strong> Inter HD graphics<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 70 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows XP SP2+,Windows 7, Windows 8,Windows 8.1, Windows 10<br></li><li><strong>Processor:</strong> Intel Core i3<br></li><li><strong>Memory:</strong> 512 MB RAM<br></li><li><strong>Graphics:</strong> Inter HD graphics<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 70 MB available space</li></ul>'}",[],[],"OS: Windows XP SP2+,Windows 7, Windows 8,Windows 8.1, Windows 10 Processor: Intel Pentium 4 Memory: 256 MB RAM Graphics: Inter HD graphics DirectX: Version 9.0 Storage: 70 MB available space","OS: Windows XP SP2+,Windows 7, Windows 8,Windows 8.1, Windows 10 Processor: Intel Core i3 Memory: 512 MB RAM Graphics: Inter HD graphics DirectX: Version 9.0 Storage: 70 MB available space"
878280,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7 64-bit<br></li><li><strong>Processor:</strong> Quad-core Intel or AMD, 2.5 GHz or faster<br></li><li><strong>Memory:</strong> 8 GB RAM<br></li><li><strong>Graphics:</strong> DirectX 11 Compatible<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 2 GB available space</li></ul>'}",[],[],"OS: Windows 7 64-bit Processor: Quad-core Intel or AMD, 2.5 GHz or faster Memory: 8 GB RAM Graphics: DirectX 11 Compatible DirectX: Version 11 Storage: 2 GB available space",
878470,"{'minimum': '<strong>Minimale\xa0:</strong><br><ul class=""bb_ul""><li><strong>Système d\'exploitation\xa0:</strong> windows 8<br></li><li><strong>Processeur\xa0:</strong> i5<br></li><li><strong>Mémoire vive\xa0:</strong> 8 GB de mémoire<br></li><li><strong>Graphiques\xa0:</strong> NVidia GeForce 960M<br></li><li><strong>DirectX\xa0:</strong> Version 9.0<br></li><li><strong>Espace disque\xa0:</strong> 13 GB d\'espace disque disponible<br></li><li><strong>Carte son\xa0:</strong> Direct x9</li></ul>', 'recommended': '<strong>Recommandée\xa0:</strong><br><ul class=""bb_ul""><li><strong>Système d\'exploitation\xa0:</strong> Windows 8.1<br></li><li><strong>Processeur\xa0:</strong> i7<br></li><li><strong>Mémoire vive\xa0:</strong> 16 GB de mémoire<br></li><li><strong>Graphiques\xa0:</strong> nvidia 1050 gtx<br></li><li><strong>DirectX\xa0:</strong> Version 9.0<br></li><li><strong>Espace disque\xa0:</strong> 13 GB d\'espace disque disponible<br></li><li><strong>Carte son\xa0:</strong> Direct x9</li></ul>'}",[],[],Minimale : Système d'exploitation : windows 8 Processeur : i5 Mémoire vive : 8 GB de mémoire Graphiques : NVidia GeForce 960M DirectX : Version 9.0 Espace disque : 13 GB d'espace disque disponible Carte son : Direct x9,Recommandée : Système d'exploitation : Windows 8.1 Processeur : i7 Mémoire vive : 16 GB de mémoire Graphiques : nvidia 1050 gtx DirectX : Version 9.0 Espace disque : 13 GB d'espace disque disponible Carte son : Direct x9
879270,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 8<br></li><li><strong>Processor:</strong> 4 Ghz<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>Graphics:</strong> Yes<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 400 MB available space<br></li><li><strong>Sound Card:</strong> Yes</li></ul>'}",[],[],OS: Windows 8 Processor: 4 Ghz Memory: 1024 MB RAM Graphics: Yes DirectX: Version 10 Storage: 400 MB available space Sound Card: Yes,
879290,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows Vista SP1+<br></li><li><strong>Processor:</strong> SSE2 instruction set support<br></li><li><strong>Memory:</strong> 500 MB RAM<br></li><li><strong>Graphics:</strong> Graphics card with DX10 (shader model 4.0) capabilities.<br></li><li><strong>DirectX:</strong> Version 10<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.9+<br></li><li><strong>Processor:</strong> SSE2 instruction set support<br></li><li><strong>Memory:</strong> 500 MB RAM<br></li><li><strong>Graphics:</strong> Graphics card with DX10 (shader model 4.0) capabilities.<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 12.04+, SteamOS+<br></li><li><strong>Processor:</strong> SSE2 instruction set support<br></li><li><strong>Memory:</strong> 500 MB RAM<br></li><li><strong>Graphics:</strong> Graphics card with DX10 (shader model 4.0) capabilities.<br></li><li><strong>Storage:</strong> 4 GB available space</li></ul>'}",OS: Windows Vista SP1+ Processor: SSE2 instruction set support Memory: 500 MB RAM Graphics: Graphics card with DX10 (shader model 4.0) capabilities. DirectX: Version 10 Storage: 4 GB available space,
881060,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> Intel Core i3 Processor or equivalent<br></li><li><strong>Memory:</strong> 4 MB RAM<br></li><li><strong>Graphics:</strong> Dedicated graphics card with 512MB RAM and Webgl enabled<br></li><li><strong>DirectX:</strong> Version 9.0<br></li><li><strong>Storage:</strong> 500 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> Intel Core i7 Processor or equivalent<br></li><li><strong>Memory:</strong> 8 MB RAM<br></li><li><strong>Graphics:</strong> Dedicated graphics card with 4096MB RAM and Webgl enabled<br></li><li><strong>DirectX:</strong> Version 12<br></li><li><strong>Storage:</strong> 1 GB available space</li></ul>'}",[],[],OS: Windows 7 Processor: Intel Core i3 Processor or equivalent Memory: 4 MB RAM Graphics: Dedicated graphics card with 512MB RAM and Webgl enabled DirectX: Version 9.0 Storage: 500 MB available space,OS: Windows 10 Processor: Intel Core i7 Processor or equivalent Memory: 8 MB RAM Graphics: Dedicated graphics card with 4096MB RAM and Webgl enabled DirectX: Version 12 Storage: 1 GB available space
881170,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> Dual Core 2.5 Ghz<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>Graphics:</strong> Radeon HD 4670 (512 MB) / GeForce GT 430 (1024 MB)<br></li><li><strong>Storage:</strong> 800 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> Dual Core 2.5 Ghz<br></li><li><strong>Memory:</strong> 2048 MB RAM<br></li><li><strong>Graphics:</strong> Radeon R7 260X (2 GB) / GeForce GTX 550 Ti (1 GB)<br></li><li><strong>Storage:</strong> 800 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> 10.6.x (Show Leopard)<br></li><li><strong>Processor:</strong> Dual Core CPU<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>Graphics:</strong> 1024mb<br></li><li><strong>Storage:</strong> 900 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Ubuntu 14.04 &amp; Steam OS<br></li><li><strong>Processor:</strong> Dual Core CPU<br></li><li><strong>Memory:</strong> 1024 MB RAM<br></li><li><strong>Graphics:</strong> 1024mb<br></li><li><strong>Storage:</strong> 1300 MB available space<br></li><li><strong>Additional Notes:</strong> Game currently only works in windowed mode on Linux operating system.</li></ul>'}",OS: Windows 7 Processor: Dual Core 2.5 Ghz Memory: 1024 MB RAM Graphics: Radeon HD 4670 (512 MB) / GeForce GT 430 (1024 MB) Storage: 800 MB available space,OS: Windows 10 Processor: Dual Core 2.5 Ghz Memory: 2048 MB RAM Graphics: Radeon R7 260X (2 GB) / GeForce GTX 550 Ti (1 GB) Storage: 800 MB available space
882600,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> 1.3 GHz<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 320 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 10<br></li><li><strong>Processor:</strong> 2.0 GHz<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> GeForce 8800 or equivalent<br></li><li><strong>DirectX:</strong> Version 11<br></li><li><strong>Storage:</strong> 320 MB available space</li></ul>'}","{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.9+<br></li><li><strong>Processor:</strong> 1.3 GHz 64 Bit<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> Intel HD Graphics 4400<br></li><li><strong>Storage:</strong> 320 MB available space</li></ul>', 'recommended': '<strong>Recommended:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Mac OS X 10.13+<br></li><li><strong>Processor:</strong> 2.0 GHz 64 Bit<br></li><li><strong>Memory:</strong> 4 GB RAM<br></li><li><strong>Graphics:</strong> Intel Iris Pro Graphics 6200</li></ul>'}",[],OS: Windows 7 Processor: 1.3 GHz Memory: 2 GB RAM DirectX: Version 11 Storage: 320 MB available space,OS: Windows 10 Processor: 2.0 GHz Memory: 4 GB RAM Graphics: GeForce 8800 or equivalent DirectX: Version 11 Storage: 320 MB available space
882990,"{'minimum': '<strong>Minimum:</strong><br><ul class=""bb_ul""><li><strong>OS:</strong> Windows 7<br></li><li><strong>Processor:</strong> Core2Duo 2.90 Ghz Processor or equivalent<br></li><li><strong>Memory:</strong> 2 GB RAM<br></li><li><strong>Graphics:</strong> NVIDIA GeForce 9 series or or higher<br></li><li><strong>Storage:</strong> 145 MB available space</li></ul>'}",[],[],OS: Windows 7 Processor: Core2Duo 2.90 Ghz Processor or equivalent Memory: 2 GB RAM Graphics: NVIDIA GeForce 9 series or or higher Storage: 145 MB available space,
883220,"{'minimum': '<strong>Minimale\xa0:</strong><br><ul class=""bb_ul""><li><strong>Système d\'exploitation\xa0:</strong> Vista 32-bit Service Pack 2<br></li><li><strong>Processeur\xa0:</strong> Intel Core i5-2XXX @ 2.0GHz / AMD Phenom II X4 @ 2.6GHz<br></li><li><strong>Mémoire vive\xa0:</strong> 1 GB de mémoire<br></li><li><strong>Graphiques\xa0:</strong> Intel HD Graphics 3000 or better<br></li><li><strong>DirectX\xa0:</strong> Version 10<br></li><li><strong>Espace disque\xa0:</strong> 1 GB d\'espace disque disponible<br></li><li><strong>Notes supplémentaires\xa0:</strong> Graphics driver: OpenGL 3.2 or DirectX 10.0</li></ul>'}","{'minimum': '<strong>Minimale\xa0:</strong><br><ul class=""bb_ul""><li><strong>Système d\'exploitation\xa0:</strong> 10.7.5 or later<br></li><li><strong>Processeur\xa0:</strong> Intel Core i5<br></li><li><strong>Mémoire vive\xa0:</strong> 1 GB de mémoire<br></li><li><strong>Graphiques\xa0:</strong> Intel HD 4000<br></li><li><strong>Espace disque\xa0:</strong> 1 GB d\'espace disque disponible<br></li><li><strong>Notes supplémentaires\xa0:</strong> Two button mouse</li></ul>'}",[],Minimale : Système d'exploitation : Vista 32-bit Service Pack 2 Processeur : Intel Core i5-2XXX @ 2.0GHz / AMD Phenom II X4 @ 2.6GHz Mémoire vive : 1 GB de mémoire Graphiques : Intel HD Graphics 3000 or better DirectX : Version 10 Espace disque : 1 GB d'espace disque disponible Notes supplémentaires : Graphics driver: OpenGL 3.2 or DirectX 10.0,
