appid,name,release_date,english,developer,publisher,platforms,required_age,categories,genres,steamspy_tags,achievements,positive_ratings,negative_ratings,average_playtime,median_playtime,owners,price
35600,Big Brain Wolf,2009-11-05,1,Frima,Frima,windows,0,Single-player;Steam Achievements,Adventure;Casual;Strategy,Adventure;Casual;Strategy,10,44,37,0,0,20000-50000,3.99
36300,Cake Mania Main Street™,2010-02-16,1,Sandlot Games,Sandlot Games,windows,0,Single-player,Casual,Casual;Time Management,0,13,5,0,0,0-20000,4.99
37000,The Void,2009-12-15,1,Ice-Pick Lodge,Ice-Pick Lodge,windows,0,Single-player;Steam Trading Cards,Nudity;Action;Adventure,Surreal;Nudity;Adventure,0,581,126,27,34,100000-200000,6.99
37240,Diner Dash:® Hometown Hero™,2009-08-12,1,PlayFirst,PlayFirst,windows;mac,0,Single-player,Simulation,Time Management;Casual,0,26,66,0,0,0-20000,7.49
37270,Wandering Willows™,2009-08-12,1,PlayFirst,PlayFirst,windows;mac,0,Single-player,Adventure;RPG,Casual;Adventure;Cute,0,20,0,0,0,0-20000,10.99
37960,Jewel Quest Pack,2009-08-24,1,iWin,iWin,windows,0,Single-player,Casual,Casual;Puzzle;Match 3,0,19,3,0,0,0-20000,14.99
38070,Coconut Queen,2009-12-17,1,iWin,iWin,windows,0,Single-player,Casual;Simulation,Casual;Simulation,0,11,1,0,0,0-20000,6.99
39520,The Guild Gold Edition,2014-09-09,1,4HEAD Studios,THQ Nordic,windows,0,Single-player;Multi-player,Simulation;Strategy,Strategy;Simulation;Economy,0,175,75,28,39,100000-200000,8.99
41070,Serious Sam 3: BFE,2011-11-22,1,Croteam,Devolver Digital,windows;mac;linux,0,Single-player;Multi-player;Online Multi-Player;Local Multi-Player;Co-op;Online Co-op;Local Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Indie,FPS;Action;Co-op,62,15574,1977,378,215,2000000-5000000,29.99
41600,Earthworm Jim 3D,2009-11-04,1,VIS Interactive,Interplay Inc.,windows,0,Single-player,Action;Adventure,Adventure;Action;Platformer,0,34,36,0,0,0-20000,14.99
47810,Dragon Age: Origins - Ultimate Edition,2010-10-29,1,BioWare,Electronic Arts,windows,0,Single-player,RPG,RPG;Fantasy;Story Rich,0,8808,726,686,464,1000000-2000000,19.99
50300,Spec Ops: The Line,2012-06-28,1,YAGER,2K;Missing Link Games,windows;mac;linux,18,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Cloud;Stats;Steam Leaderboards,Action;Adventure,Story Rich;Third-Person Shooter;Action,50,32361,2613,293,301,2000000-5000000,19.99
55230,Saints Row: The Third,2011-11-17,1,Volition,Deep Silver,windows;linux,18,Single-player;Co-op;Steam Achievements;Steam Trading Cards;Partial Controller Support;Steam Cloud,Action,Open World;Action;Comedy,83,44810,1877,1848,1033,2000000-5000000,6.99
63500,Swords and Soldiers HD,2010-12-02,1,Ronimo Games,Ronimo Games,windows;mac,0,Single-player;Multi-player;Steam Achievements;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Casual;Indie;Strategy,Strategy;Indie;Casual,25,572,160,132,227,100000-200000,6.99
63800,Delve Deeper,2010-09-24,1,Lunar Giant,Lunar Giant Studios,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Partial Controller Support,Adventure;Indie;RPG;Strategy,Strategy;Indie;Adventure,50,225,159,241,241,50000-100000,3.99
65800,Dungeon Defenders,2011-10-18,1,Trendy Entertainment,Trendy Entertainment,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Full controller support;Steam Workshop;Steam Cloud;Valve Anti-Cheat enabled;Steam Leaderboards,Action;Indie;RPG;Strategy,Tower Defense;RPG;Co-op,114,10693,932,1993,1205,1000000-2000000,9.99
105800,PixelJunk™ Eden,2012-02-02,1,Q-Games Ltd.,Q-Games Ltd.,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Casual;Indie;Platformer,61,558,140,65,74,200000-500000,6.99
108210,Memoir '44 Online,2011-10-12,1,Days of Wonder,Days of Wonder;Asmodee Digital,windows,0,Single-player;Multi-player;Steam Achievements,Casual;Simulation;Strategy,Strategy;Board Game;Casual,62,177,119,7,7,200000-500000,0.0
113020,Monaco: What's Yours Is Mine,2013-04-24,1,Pocketwatch Games,Pocketwatch Games,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Steam Leaderboards;Includes level editor,Action;Adventure;Casual;Indie;Strategy,Co-op;Stealth;Indie,13,7237,749,183,135,2000000-5000000,10.99
205090,BIT.TRIP FLUX,2014-06-05,1,Gaijin Games,Gaijin Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie,Action;Indie;Casual,20,71,62,0,0,20000-50000,6.99
205840,Yesterday,2012-03-22,1,Pendulo Studios,Focus Home Interactive,windows,0,Single-player,Adventure,Adventure;Point & Click;Mystery,0,551,113,126,126,100000-200000,6.99
214150,Galactic Civilizations® I: Ultimate Edition,2012-08-14,1,Stardock Entertainment,Stardock Entertainment,windows,0,Single-player,Strategy,Strategy;4X;Space,0,93,91,22,32,200000-500000,6.99
214970,Intrusion 2,2012-09-11,1,Aleksey Abramenko,Aleksey Abramenko,windows;linux,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Action;Indie;Platformer,14,983,194,85,143,200000-500000,6.49
215280,Secret World Legends,2017-07-31,1,Funcom,Funcom,windows,0,Multi-player;Online Multi-Player;MMO;Online Co-op;Steam Trading Cards,Action;Adventure;Free to Play;Massively Multiplayer;RPG,MMORPG;Massively Multiplayer;RPG,0,4420,2106,645,408,1000000-2000000,0.0
215710, Fieldrunners 2,2013-01-10,1,Subatomic Studios LLC,Subatomic Studios LLC,windows,0,Single-player,Action;Strategy;Casual,Tower Defense;Strategy;Casual,59,268,53,0,0,100000-200000,6.99
216090,Go Home Dinosaurs!,2013-03-14,1,Fire Hose Games,Fire hose Games,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie;Strategy,Tower Defense;Casual;Strategy,26,336,20,458,458,20000-50000,6.99
217790,Dogfight 1942,2012-09-21,1,City Interactive,CI Games,windows,0,Single-player;Shared/Split Screen;Steam Achievements;Partial Controller Support,Simulation,Simulation;Flight;World War II,22,414,165,0,0,100000-200000,6.99
218020,Nethergate: Resurrection,2012-10-05,1,Spiderweb Software,Spiderweb Software,windows,0,Single-player,Strategy;RPG;Indie,RPG;Indie;Strategy,0,50,8,0,0,50000-100000,3.99
218680,Scribblenauts Unlimited,2013-02-15,1,5th Cell Media,Warner Bros. Interactive Entertainment,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Adventure;Casual;Strategy,Puzzle;Casual;Adventure,25,6661,588,630,390,1000000-2000000,14.99
219680,Proteus,2013-01-30,1,Ed Key and David Kanaga,Twisted Tree,windows;mac;linux,0,Single-player;Full controller support,Adventure;Casual;Indie,Exploration;Relaxing;Walking Simulator,0,1847,659,36,48,200000-500000,6.99
222180,Mushroom Men: Truffle Trouble,2015-03-10,1,Red Fly Studio,Red Fly Studio,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Action;Indie,Indie;Action;Platformer,15,21,9,0,0,0-20000,1.99
224480,Octodad: Dadliest Catch,2014-01-30,1,Young Horses,Young Horses,windows;mac;linux,0,Single-player;Shared/Split Screen;Steam Achievements;Full controller support;Steam Trading Cards;Steam Workshop;Steam Cloud;Includes level editor,Action;Adventure;Indie,Comedy;Physics;Indie,32,6742,536,174,250,500000-1000000,11.99
224740,Clockwork Empires,2016-10-26,1,"Gaslamp Games, Inc.","Gaslamp Games, Inc.",windows;mac,0,Single-player;Steam Achievements,Indie;Simulation;Strategy,Strategy;Simulation;Lovecraftian,46,348,426,470,470,20000-50000,22.99
227940,Heroes & Generals,2016-10-18,1,RETO MOTO,RETO MOTO,windows,0,Multi-player;Online Multi-Player;MMO;Online Co-op;In-App Purchases,Action;Free to Play;Indie;Massively Multiplayer,Free to Play;World War II;Multiplayer,0,65856,34416,1752,76,10000000-20000000,0.0
230150,Incredipede,2013-03-18,1,Colin Northway with art by Thomas Shahan,Northway Games,windows;mac,0,Single-player,Adventure;Indie;Simulation,Indie;Adventure;Puzzle,6,228,93,0,0,100000-200000,6.99
236730,Anomaly 2,2013-05-15,1,11 bit studios,11 bit studios,windows;mac;linux,0,Single-player;Multi-player;Cross-Platform Multiplayer;Steam Trading Cards;Steam Cloud,Action;Indie;Strategy,Strategy;Indie;Action,65,511,121,87,115,200000-500000,11.49
238090,Sniper Elite 3,2014-06-27,1,Rebellion,Rebellion,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Adventure,Sniper;Action;Stealth,77,12737,3297,321,331,1000000-2000000,22.99
246980,InFlux,2013-09-18,1,Impromptu Games,Impromptu Games,windows,0,Single-player;Full controller support;Steam Trading Cards;Steam Cloud,Adventure;Casual;Indie,Casual;Indie;Puzzle,0,142,62,0,0,20000-50000,7.19
247240,Volgarr the Viking,2013-09-13,1,Crazy Viking Studios,Adult Swim Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Leaderboards,Action;Adventure;Indie,Platformer;Difficult;Action,20,1698,387,231,307,200000-500000,6.99
248310,Freedom Planet,2014-07-21,1,GalaxyTrail,GalaxyTrail,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Indie,Platformer;Action;Great Soundtrack,56,3549,163,259,231,200000-500000,10.99
248820,Risk of Rain,2013-11-08,1,Hopoo Games,Chucklefish,windows;mac;linux,0,Single-player;Multi-player;Co-op;Shared/Split Screen;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie;RPG,Rogue-like;Indie;Platformer,15,22700,1589,946,610,1000000-2000000,6.99
252890,Dracula: Love Kills,2013-10-29,1,Waterlily Games,Frogwares,windows,0,Single-player;Steam Achievements,Adventure;Casual,Casual;Adventure;Hidden Object,33,100,23,0,0,20000-50000,6.99
253390,Hot Tin Roof: The Cat That Wore A Fedora,2015-02-20,1,Glass Bottom Games,Glass Bottom Games,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Stats,Action;Adventure;Indie;RPG,Adventure;Noir;Indie,31,111,59,247,247,100000-200000,10.99
254300,Dofus,2016-11-15,1,Ankama Studio,Ankama Games,windows,0,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;In-App Purchases,Adventure;Massively Multiplayer;RPG;Strategy,Massively Multiplayer;Strategy;RPG,1448,264,102,244,244,50000-100000,0.0
254590,Theme Park Studio,2016-12-02,1,Pantera Entertainment,Pantera Entertainment,windows,0,Single-player,Indie;Simulation,Simulation;Indie;Sandbox,0,222,244,0,0,0-20000,22.99
254960,Silent Storm Gold Edition,2013-10-02,1,Nival,THQ Nordic,windows,0,Single-player,Action;RPG;Strategy,Strategy;Turn-Based Tactics;RPG,0,572,65,39,39,200000-500000,8.99
257170,Rebuild 3: Gangs of Deadsville,2015-05-29,1,Northway Games;Sarah Northway,Northway Games,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Workshop;Steam Cloud,Indie;Simulation;Strategy,Strategy;Zombies;Simulation,42,928,163,6704,6704,100000-200000,10.99
257850,Hyper Light Drifter,2016-03-31,1,Heart Machine,Heart Machine,windows;mac;linux,0,Single-player;Local Multi-Player;Local Co-op;Steam Achievements;Full controller support;Steam Trading Cards,Action;Adventure;Indie;RPG,Pixel Graphics;Great Soundtrack;Atmospheric,23,11027,721,275,354,500000-1000000,14.99
260080,YOU DON'T KNOW JACK Vol. 6 The Lost Gold,2013-11-05,1,"Jackbox Games, Inc.","Jackbox Games, Inc.",windows,0,Single-player;Multi-player,Casual;Indie,Casual;Indie;Comedy,0,19,27,0,0,20000-50000,1.59
260130,Agarest: Generations of War Zero,2014-04-17,1,Idea Factory,Ghostlight LTD,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Adventure;RPG;Strategy,Anime;JRPG;RPG,43,248,80,943,943,50000-100000,14.99
261510,Tesla Effect: A Tex Murphy Adventure,2014-05-08,1,Big Finish Games,SEGA,windows;mac,0,Single-player,Adventure;Indie,Adventure;FMV;Detective,0,865,121,82,82,200000-500000,14.99
261640,Borderlands: The Pre-Sequel,2014-10-16,1,2K Australia;Gearbox Software;Aspyr (Mac);Aspyr (Linux),2K;Aspyr (Mac);Aspyr (Linux),windows;mac;linux,18,Single-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud,Action;RPG,Co-op;Action;FPS,63,16909,5076,1661,886,2000000-5000000,29.99
261740,Humans Must Answer,2014-01-16,1,Sumom Games,Sumom Games,windows,0,Single-player;Steam Achievements;Partial Controller Support;Steam Cloud,Action;Indie,Indie;Action;Shoot 'Em Up,21,32,18,0,0,0-20000,3.99
262120,Toy Soldiers: Complete,2016-02-17,1,Signal Studios;Krome Studios,Signal Studios,windows,0,Single-player;Multi-player;Co-op;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Steam Leaderboards,Action;Casual;Indie;Simulation;Strategy,Tower Defense;Action;Strategy,32,505,164,57,57,50000-100000,10.99
262850,The Journey Down: Chapter Two,2014-08-25,1,SkyGoblin,SkyGoblin,windows;mac;linux,0,Single-player;Steam Trading Cards,Adventure;Indie,Adventure;Indie;Point & Click,0,344,14,282,282,100000-200000,14.99
262940,Broken Sword 5 - the Serpent's Curse,2013-12-04,1,Revolution Software Ltd,Revolution Software Ltd,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards,Adventure,Adventure;Point & Click;Singleplayer,35,1465,206,184,208,200000-500000,18.99
263180,Squirt's Adventure,2014-03-05,1,The Dept of Silly Stuff,The Dept of Silly Stuff,windows;mac,0,Single-player,Adventure;Casual;Indie,Casual;Family Friendly;Education,0,9,4,0,0,0-20000,0.79
264730,Deadly 30,2014-01-08,1,Ignatus Zuk and Gonzalo Villagomez,Headup,windows;mac,0,Single-player;Steam Achievements;Steam Trading Cards,Action;Indie,Action;Indie;Zombies,25,1105,361,143,181,100000-200000,3.99
265610,Epic Battle Fantasy 4,2014-02-25,1,Matt Roszak,Matt Roszak,windows,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;RPG,RPG;Turn-Based;Adventure,104,2180,80,384,384,200000-500000,8.99
266150,Lost Saga NA,2014-11-25,1,IO Entertainment,Smilegate West,windows,0,Multi-player;Steam Achievements;Steam Trading Cards,Action;Casual;Free to Play,Free to Play;Anime;Action,68,415,281,27,53,200000-500000,0.0
269650,Dex,2015-05-07,1,Dreadlocks Ltd.,Dreadlocks Ltd.;Techland;WhisperGames,windows;mac;linux,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available,Action;Adventure;Indie;RPG,Cyberpunk;RPG;2D,32,1708,251,0,0,200000-500000,14.99
271570,Space Farmers,2014-04-17,1,BumpkinBrothers,KISS ltd,windows;mac;linux,0,Multi-player;Co-op;Shared/Split Screen;Cross-Platform Multiplayer;Steam Achievements;Steam Trading Cards;Partial Controller Support,Action;Indie,Indie;Action;Co-op,23,1288,445,96,100,200000-500000,7.19
273750,Formula Truck 2013,2015-02-02,1,Reiza Studios,Reiza Studios,windows,0,Single-player;Multi-player;Partial Controller Support,Racing;Simulation;Sports,Racing;Simulation;Sports,0,115,35,0,0,0-20000,6.99
274940,Depth,2014-11-03,1,Digital Confectioners,Digital Confectioners,windows,0,Single-player;Multi-player;Online Multi-Player;Steam Achievements;Full controller support;Steam Trading Cards;Captions available;Steam Workshop;In-App Purchases;Steam Cloud;Valve Anti-Cheat enabled;Stats;Steam Leaderboards;Includes level editor,Action;Indie,Action;Multiplayer;Gore,40,22385,3472,791,486,1000000-2000000,14.99
275310,Victorian Admirals,2014-02-11,1,Totem Games,Strategy First,windows,0,Single-player,Simulation,Simulation;Naval;Strategy,0,5,30,0,0,0-20000,14.99
275490,Canyon Capers,2014-04-25,1,Crazy Moo Games,KISS ltd,windows,0,Single-player;Steam Achievements;Full controller support;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie,Indie;Casual;Platformer,30,838,1066,169,229,200000-500000,4.99
276220,My Best Friends - Cats & Dogs,2014-03-27,1,Sproing,familyplay,windows,0,Single-player;Steam Cloud,Casual;Simulation,Simulation;Casual;Dog,0,27,14,0,0,0-20000,11.39
276300,My Riding Stables: Your Horse world,2014-03-28,1,Radon Labs GmbH,familyplay,windows,0,Single-player;Steam Cloud,Casual;Simulation;Sports,Casual;Horses;Simulation,0,16,12,0,0,0-20000,11.39
276340,My Riding Stables: Life with Horses,2014-03-27,1,Sproing,familyplay,windows,0,Single-player,Casual;Simulation;Sports,Casual;Simulation;Horses,0,83,18,0,0,0-20000,11.39
277500,Farming World,2014-05-02,1,Excalibur,Excalibur Publishing,windows;mac,0,Single-player;Steam Trading Cards,Casual;Indie;Simulation,Simulation;Agriculture;Casual,0,97,153,302,334,50000-100000,3.99
279070,9th Dawn II,2016-10-17,1,Valorware,Valorware,windows,0,Single-player;Multi-player;Co-op;Partial Controller Support,Action;Adventure;Indie;RPG,RPG;Adventure;Indie,20,99,19,0,0,0-20000,1.49
280680,Krita,2014-06-10,1,Krita Team,Krita Team,windows,0,Single-player,Animation & Modeling;Design & Illustration;Photo Editing,Design & Illustration;Photo Editing;Animation & Modeling,0,119,38,0,0,20000-50000,6.99
280930,Battlepillars Gold Edition,2014-04-28,1,Hitcents,Hitcents,windows,0,Single-player;Multi-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Stats;Steam Leaderboards,Action;Casual;Indie;Strategy,Strategy;Action;Indie,43,252,38,22,22,20000-50000,3.99
281580,Wings Over Europe,2014-05-30,1,Third Wire Productions,Strategy First,windows,0,Single-player,Simulation,Simulation;Flight,0,44,34,0,0,20000-50000,6.99
282400,SuperPower 2 Steam Edition,2014-04-18,1,GolemLabs,THQ Nordic,windows,0,Single-player;Multi-player;Steam Achievements;Includes level editor,Simulation;Strategy,Strategy;Simulation;Politics,14,1296,354,0,0,100000-200000,8.99
282760,Circuits,2014-04-17,1,Digital Tentacle,Digital Tentacle,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards,Casual;Indie,Music;Indie;Puzzle,15,1801,202,20,23,100000-200000,3.99
283310,Soulbringer,2014-03-13,1,Infogames Europe SA,Funbox Media Ltd,windows,0,Single-player,RPG,RPG;Fantasy;Retro,0,99,80,0,0,200000-500000,2.09
284100,Unclaimed World,2016-10-04,1,Refactored Games OÜ,Refactored Games OÜ,windows,0,Single-player;Steam Achievements;Steam Trading Cards,Indie;Simulation;Strategy,Simulation;Strategy;Indie,16,84,60,0,0,0-20000,13.99
284220,Diadra Empty,2015-07-21,1,Frozen Orb,Rockin' Android,windows,0,Single-player;Steam Achievements;Stats;Steam Leaderboards,Action;Indie,Action;Indie;Bullet Hell,20,49,17,356,562,20000-50000,4.79
284730,Dark Arcana: The Carnival,2014-10-28,1,Artifex Mundi,Artifex Mundi,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud,Adventure;Casual,Hidden Object;Adventure;Casual,19,413,45,259,259,50000-100000,6.99
284970,Project Root,2014-05-01,1,OPQAM,Reverb Triple XP,windows,0,Single-player;Steam Achievements,Action;Indie,Action;Indie;Shoot 'Em Up,21,53,49,0,0,20000-50000,6.99
287020,Harvester,2014-04-04,1,DigiFX Interactive,Nightdive Studios,windows;linux,0,Single-player;Steam Trading Cards,Adventure,Horror;Adventure;FMV,0,571,54,6,6,50000-100000,4.79
290040,Retro Game Crunch,2014-05-19,1,Rusty Moyher;Shaun Inman;Matt Grimm,Retro Game Crunch,windows;mac,0,Single-player;Local Co-op;Shared/Split Screen;Partial Controller Support,Action;Adventure;Indie,Indie;Action;Adventure,0,259,60,107,137,20000-50000,6.99
290470,Onigiri,2019-03-28,1,"CyberStep, Inc.","CyberStep, Inc.",windows,0,MMO;In-App Purchases;Partial Controller Support,Action;Free to Play;RPG,Free to Play;RPG;Action,0,129,76,0,0,50000-100000,0.0
291070,Slip,2014-04-28,1,Handsome Games,Handsome Games,windows;mac,0,Single-player;Steam Achievements;Full controller support;Steam Leaderboards,Action;Indie,Indie;Action;Platformer,21,90,19,0,0,20000-50000,0.79
291190,Heroes of Steel RPG,2014-04-23,1,Trese Brothers,Trese Brothers,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Leaderboards,Indie;RPG;Strategy,RPG;Indie;Turn-Based,20,166,44,0,0,20000-50000,6.99
291480,Warface,2014-07-01,1,My.com,My.com,windows,16,Multi-player;Online Multi-Player;MMO;Co-op;Online Co-op;Steam Achievements;Steam Trading Cards;In-App Purchases,Action;Free to Play;Massively Multiplayer,Free to Play;FPS;Multiplayer,30,32751,14409,949,104,10000000-20000000,0.0
292060,Titanfall - The Final Hours,2014-04-16,1,Geoff Keighley,Geoff Keighley,windows,0,Single-player,Action,Documentary;Action;FPS,0,94,202,0,0,20000-50000,1.59
292910,Deponia: The Complete Journey,2014-07-08,1,Daedalic Entertainment,Daedalic Entertainment,windows;mac;linux,0,Single-player;Steam Achievements;Steam Trading Cards;Steam Cloud;Commentary available,Adventure,Adventure;Point & Click;Comedy,105,2552,359,262,262,500000-1000000,25.99
